state;district;school;race;n
B;B78;B78_32;asian;5
B;B78;B78_32;black;30
B;B78;B78_32;hisp;257
B;B78;B78_32;native;14
B;B78;B78_32;white;200
B;B78;B78_33;asian;11
B;B78;B78_33;hisp;13
B;B78;B78_33;native;1
B;B78;B78_33;white;357
B;B78;B78_34;asian;3
B;B78;B78_34;black;2
B;B78;B78_34;hisp;89
B;B78;B78_34;native;1
B;B78;B78_34;white;173
B;B78;B78_35;asian;30
B;B78;B78_35;black;5
B;B78;B78_35;hisp;25
B;B78;B78_35;native;7
B;B78;B78_35;white;511
B;B78;B78_36;asian;11
B;B78;B78_36;black;13
B;B78;B78_36;hisp;251
B;B78;B78_36;native;8
B;B78;B78_36;white;239
B;B78;B78_37;asian;12
B;B78;B78_37;black;5
B;B78;B78_37;hisp;36
B;B78;B78_37;native;1
B;B78;B78_37;white;646
B;B78;B78_38;black;2
B;B78;B78_38;hisp;3
B;B78;B78_38;native;1
B;B78;B78_38;white;206
B;B78;B78_39;asian;15
B;B78;B78_39;black;1
B;B78;B78_39;hisp;53
B;B78;B78_39;native;8
B;B78;B78_39;white;245
B;B78;B78_40;asian;11
B;B78;B78_40;black;10
B;B78;B78_40;hisp;87
B;B78;B78_40;native;6
B;B78;B78_40;white;339
B;B78;B78_41;asian;6
B;B78;B78_41;black;2
B;B78;B78_41;hisp;87
B;B78;B78_41;native;7
B;B78;B78_41;white;355
B;B78;B78_42;asian;9
B;B78;B78_42;black;4
B;B78;B78_42;hisp;82
B;B78;B78_42;native;2
B;B78;B78_42;white;507
B;B78;B78_43;black;11
B;B78;B78_43;hisp;65
B;B78;B78_43;native;4
B;B78;B78_43;white;256
B;B78;B78_44;asian;6
B;B78;B78_44;black;13
B;B78;B78_44;hisp;51
B;B78;B78_44;native;5
B;B78;B78_44;white;311
B;B78;B78_45;asian;15
B;B78;B78_45;black;2
B;B78;B78_45;hisp;48
B;B78;B78_45;native;2
B;B78;B78_45;white;366
B;B78;B78_46;asian;18
B;B78;B78_46;black;4
B;B78;B78_46;hisp;16
B;B78;B78_46;white;436
B;B78;B78_47;asian;6
B;B78;B78_47;black;8
B;B78;B78_47;hisp;43
B;B78;B78_47;native;6
B;B78;B78_47;white;241
B;B78;B78_48;asian;18
B;B78;B78_48;black;13
B;B78;B78_48;hisp;119
B;B78;B78_48;native;1
B;B78;B78_48;white;237
B;B78;B78_49;black;7
B;B78;B78_49;hisp;64
B;B78;B78_49;native;9
B;B78;B78_49;white;390
B;B78;B78_50;asian;16
B;B78;B78_50;black;7
B;B78;B78_50;hisp;35
B;B78;B78_50;white;578
B;B78;B78_51;asian;1
B;B78;B78_51;black;25
B;B78;B78_51;hisp;65
B;B78;B78_51;native;14
B;B78;B78_51;white;267
B;B78;B78_52;asian;25
B;B78;B78_52;black;26
B;B78;B78_52;hisp;173
B;B78;B78_52;native;9
B;B78;B78_52;white;240
B;B78;B78_53;asian;5
B;B78;B78_53;black;8
B;B78;B78_53;hisp;108
B;B78;B78_53;native;3
B;B78;B78_53;white;422
B;B78;B78_54;asian;21
B;B78;B78_54;black;19
B;B78;B78_54;hisp;413
B;B78;B78_54;native;26
B;B78;B78_54;white;198
B;B78;B78_55;asian;13
B;B78;B78_55;black;17
B;B78;B78_55;hisp;132
B;B78;B78_55;native;5
B;B78;B78_55;white;282
B;B78;B78_56;asian;4
B;B78;B78_56;black;14
B;B78;B78_56;hisp;34
B;B78;B78_56;native;6
B;B78;B78_56;white;229
B;B78;B78_57;asian;10
B;B78;B78_57;hisp;33
B;B78;B78_57;native;3
B;B78;B78_57;white;394
B;B78;B78_58;asian;34
B;B78;B78_58;black;4
B;B78;B78_58;hisp;195
B;B78;B78_58;white;503
B;B78;B78_59;asian;20
B;B78;B78_59;black;9
B;B78;B78_59;hisp;91
B;B78;B78_59;native;4
B;B78;B78_59;white;358
B;B78;B78_60;asian;19
B;B78;B78_60;black;2
B;B78;B78_60;hisp;39
B;B78;B78_60;white;452
B;B78;B78_61;asian;6
B;B78;B78_61;black;17
B;B78;B78_61;hisp;40
B;B78;B78_61;native;1
B;B78;B78_61;white;193
B;B78;B78_62;asian;12
B;B78;B78_62;black;5
B;B78;B78_62;hisp;56
B;B78;B78_62;native;9
B;B78;B78_62;white;416
B;B78;B78_63;asian;21
B;B78;B78_63;black;4
B;B78;B78_63;hisp;48
B;B78;B78_63;native;1
B;B78;B78_63;white;449
B;B78;B78_64;asian;7
B;B78;B78_64;black;17
B;B78;B78_64;hisp;43
B;B78;B78_64;native;2
B;B78;B78_64;white;332
B;B78;B78_65;asian;14
B;B78;B78_65;black;2
B;B78;B78_65;hisp;17
B;B78;B78_65;native;4
B;B78;B78_65;white;377
B;B78;B78_66;asian;41
B;B78;B78_66;black;29
B;B78;B78_66;hisp;174
B;B78;B78_66;native;17
B;B78;B78_66;white;538
B;B78;B78_67;asian;5
B;B78;B78_67;black;3
B;B78;B78_67;hisp;64
B;B78;B78_67;native;2
B;B78;B78_67;white;229
B;B78;B78_68;asian;7
B;B78;B78_68;black;2
B;B78;B78_68;hisp;13
B;B78;B78_68;native;4
B;B78;B78_68;white;462
B;B78;B78_69;asian;12
B;B78;B78_69;black;12
B;B78;B78_69;hisp;61
B;B78;B78_69;native;3
B;B78;B78_69;white;487
B;B78;B78_70;asian;6
B;B78;B78_70;black;5
B;B78;B78_70;hisp;46
B;B78;B78_70;white;395
B;B78;B78_71;asian;26
B;B78;B78_71;black;6
B;B78;B78_71;hisp;55
B;B78;B78_71;native;4
B;B78;B78_71;white;675
B;B78;B78_72;asian;6
B;B78;B78_72;black;3
B;B78;B78_72;hisp;27
B;B78;B78_72;white;444
B;B78;B78_73;asian;46
B;B78;B78_73;black;11
B;B78;B78_73;hisp;52
B;B78;B78_73;native;1
B;B78;B78_73;white;426
B;B78;B78_74;asian;21
B;B78;B78_74;black;12
B;B78;B78_74;hisp;38
B;B78;B78_74;white;497
B;B78;B78_75;asian;13
B;B78;B78_75;black;1
B;B78;B78_75;hisp;30
B;B78;B78_75;native;2
B;B78;B78_75;white;458
B;B78;B78_76;asian;5
B;B78;B78_76;black;1
B;B78;B78_76;hisp;15
B;B78;B78_76;white;462
B;B78;B78_77;asian;28
B;B78;B78_77;black;6
B;B78;B78_77;hisp;60
B;B78;B78_77;native;10
B;B78;B78_77;white;434
B;B78;B78_78;asian;10
B;B78;B78_78;black;6
B;B78;B78_78;hisp;50
B;B78;B78_78;native;13
B;B78;B78_78;white;488
B;B78;B78_79;asian;25
B;B78;B78_79;black;18
B;B78;B78_79;hisp;82
B;B78;B78_79;white;624
B;B78;B78_80;asian;14
B;B78;B78_80;black;6
B;B78;B78_80;hisp;34
B;B78;B78_80;native;1
B;B78;B78_80;white;425
B;B78;B78_81;asian;32
B;B78;B78_81;black;4
B;B78;B78_81;hisp;41
B;B78;B78_81;native;1
B;B78;B78_81;white;260
B;B78;B78_82;asian;18
B;B78;B78_82;black;10
B;B78;B78_82;hisp;38
B;B78;B78_82;native;7
B;B78;B78_82;white;504
B;B78;B78_83;asian;11
B;B78;B78_83;hisp;17
B;B78;B78_83;native;3
B;B78;B78_83;white;505
B;B78;B78_84;asian;11
B;B78;B78_84;black;8
B;B78;B78_84;hisp;33
B;B78;B78_84;white;505
B;B78;B78_85;asian;65
B;B78;B78_85;black;7
B;B78;B78_85;hisp;76
B;B78;B78_85;native;9
B;B78;B78_85;white;571
B;B78;B78_86;asian;29
B;B78;B78_86;black;3
B;B78;B78_86;hisp;64
B;B78;B78_86;native;1
B;B78;B78_86;white;562
B;B78;B78_87;asian;3
B;B78;B78_87;black;4
B;B78;B78_87;hisp;6
B;B78;B78_87;native;2
B;B78;B78_87;white;369
B;B78;B78_88;asian;4
B;B78;B78_88;hisp;17
B;B78;B78_88;white;101
B;B78;B78_89;asian;11
B;B78;B78_89;black;6
B;B78;B78_89;hisp;41
B;B78;B78_89;native;3
B;B78;B78_89;white;508
B;B78;B78_90;asian;42
B;B78;B78_90;black;11
B;B78;B78_90;hisp;47
B;B78;B78_90;white;423
B;B78;B78_91;asian;9
B;B78;B78_91;black;2
B;B78;B78_91;hisp;18
B;B78;B78_91;white;517
B;B78;B78_92;asian;2
B;B78;B78_92;black;11
B;B78;B78_92;hisp;40
B;B78;B78_92;native;4
B;B78;B78_92;white;233
B;B78;B78_93;asian;7
B;B78;B78_93;hisp;27
B;B78;B78_93;white;191
B;B78;B78_94;asian;3
B;B78;B78_94;black;3
B;B78;B78_94;hisp;20
B;B78;B78_94;native;5
B;B78;B78_94;white;156
B;B78;B78_95;asian;5
B;B78;B78_95;black;7
B;B78;B78_95;hisp;15
B;B78;B78_95;native;1
B;B78;B78_95;white;168
B;B78;B78_96;asian;11
B;B78;B78_96;black;5
B;B78;B78_96;hisp;4
B;B78;B78_96;white;428
B;B78;B78_97;asian;10
B;B78;B78_97;black;5
B;B78;B78_97;hisp;14
B;B78;B78_97;native;4
B;B78;B78_97;white;195
B;B79;B79_1;asian;3
B;B79;B79_1;black;2
B;B79;B79_1;hisp;167
B;B79;B79_1;white;267
B;B79;B79_2;asian;10
B;B79;B79_2;hisp;205
B;B79;B79_2;native;1
B;B79;B79_2;white;281
B;B80;B80_1;asian;2
B;B80;B80_1;black;1
B;B80;B80_1;hisp;60
B;B80;B80_1;white;122
B;B81;B81_1;asian;5
B;B81;B81_1;black;2
B;B81;B81_1;hisp;251
B;B81;B81_1;white;317
B;B81;B81_2;black;1
B;B81;B81_2;hisp;57
B;B81;B81_2;native;1
B;B81;B81_2;white;233
B;B82;B82_1;asian;5
B;B82;B82_1;hisp;138
B;B82;B82_1;native;6
B;B82;B82_1;white;335
B;B83;B83_1;asian;2
B;B83;B83_1;black;5
B;B83;B83_1;hisp;3
B;B83;B83_1;native;3
B;B83;B83_1;white;193
B;B84;B84_1;asian;1
B;B84;B84_1;hisp;18
B;B84;B84_1;white;196
B;B85;B85_1;black;1
B;B85;B85_1;hisp;151
B;B85;B85_1;white;106
B;B85;B85_2;black;3
B;B85;B85_2;hisp;107
B;B85;B85_2;white;134
B;B86;B86_1;asian;3
B;B86;B86_1;black;1
B;B86;B86_1;hisp;147
B;B86;B86_1;native;9
B;B86;B86_1;white;80
B;B86;B86_2;black;6
B;B86;B86_2;hisp;103
B;B86;B86_2;native;1
B;B86;B86_2;white;73
B;B86;B86_3;asian;4
B;B86;B86_3;black;7
B;B86;B86_3;hisp;153
B;B86;B86_3;native;13
B;B86;B86_3;white;181
B;B87;B87_1;black;2
B;B87;B87_1;hisp;24
B;B87;B87_1;white;140
B;B88;B88_1;asian;5
B;B88;B88_1;black;1
B;B88;B88_1;hisp;187
B;B88;B88_1;native;4
B;B88;B88_1;white;128
B;B88;B88_2;asian;1
B;B88;B88_2;black;1
B;B88;B88_2;hisp;78
B;B88;B88_2;white;76
B;B89;B89_1;hisp;184
B;B89;B89_1;white;48
B;B89;B89_2;black;6
B;B89;B89_2;hisp;129
B;B89;B89_2;white;165
B;B89;B89_3;hisp;127
B;B89;B89_3;white;224
B;B90;B90_1;asian;1
B;B90;B90_1;black;3
B;B90;B90_1;hisp;120
B;B90;B90_1;native;8
B;B90;B90_1;white;159
B;B91;B91_1;black;11
B;B91;B91_1;hisp;17
B;B91;B91_1;native;2
B;B91;B91_1;white;247
B;B92;B92_1;asian;19
B;B92;B92_1;black;7
B;B92;B92_1;hisp;55
B;B92;B92_1;native;2
B;B92;B92_1;white;209
B;B92;B92_2;asian;11
B;B92;B92_2;black;12
B;B92;B92_2;hisp;10
B;B92;B92_2;native;4
B;B92;B92_2;white;322
B;B92;B92_3;asian;1
B;B92;B92_3;black;6
B;B92;B92_3;hisp;57
B;B92;B92_3;native;3
B;B92;B92_3;white;334
B;B92;B92_4;asian;17
B;B92;B92_4;black;6
B;B92;B92_4;hisp;127
B;B92;B92_4;white;163
B;B92;B92_5;asian;9
B;B92;B92_5;black;28
B;B92;B92_5;hisp;92
B;B92;B92_5;native;4
B;B92;B92_5;white;260
B;B92;B92_6;asian;14
B;B92;B92_6;black;9
B;B92;B92_6;hisp;7
B;B92;B92_6;white;477
B;B92;B92_7;asian;16
B;B92;B92_7;black;1
B;B92;B92_7;hisp;11
B;B92;B92_7;native;3
B;B92;B92_7;white;474
B;B92;B92_8;asian;3
B;B92;B92_8;black;5
B;B92;B92_8;hisp;16
B;B92;B92_8;native;7
B;B92;B92_8;white;355
B;B92;B92_9;asian;2
B;B92;B92_9;black;13
B;B92;B92_9;hisp;21
B;B92;B92_9;native;1
B;B92;B92_9;white;308
B;B92;B92_10;asian;2
B;B92;B92_10;black;3
B;B92;B92_10;hisp;21
B;B92;B92_10;white;416
B;B92;B92_11;asian;4
B;B92;B92_11;hisp;16
B;B92;B92_11;white;451
B;B92;B92_12;asian;5
B;B92;B92_12;black;8
B;B92;B92_12;hisp;34
B;B92;B92_12;native;10
B;B92;B92_12;white;332
B;B92;B92_13;asian;10
B;B92;B92_13;black;3
B;B92;B92_13;hisp;24
B;B92;B92_13;white;391
B;B92;B92_14;asian;4
B;B92;B92_14;black;2
B;B92;B92_14;hisp;12
B;B92;B92_14;white;333
B;B92;B92_15;asian;19
B;B92;B92_15;black;2
B;B92;B92_15;hisp;11
B;B92;B92_15;white;462
B;B92;B92_16;asian;16
B;B92;B92_16;black;3
B;B92;B92_16;hisp;16
B;B92;B92_16;white;505
B;B92;B92_17;asian;8
B;B92;B92_17;black;4
B;B92;B92_17;hisp;20
B;B92;B92_17;native;2
B;B92;B92_17;white;451
B;B92;B92_18;asian;19
B;B92;B92_18;black;15
B;B92;B92_18;hisp;69
B;B92;B92_18;native;3
B;B92;B92_18;white;349
B;B93;B93_1;asian;11
B;B93;B93_1;black;4
B;B93;B93_1;hisp;49
B;B93;B93_1;native;2
B;B93;B93_1;white;399
B;B93;B93_2;asian;4
B;B93;B93_2;black;2
B;B93;B93_2;hisp;142
B;B93;B93_2;native;5
B;B93;B93_2;white;338
B;B93;B93_3;asian;23
B;B93;B93_3;black;8
B;B93;B93_3;hisp;61
B;B93;B93_3;native;9
B;B93;B93_3;white;433
B;B93;B93_4;asian;20
B;B93;B93_4;black;3
B;B93;B93_4;hisp;222
B;B93;B93_4;native;11
B;B93;B93_4;white;304
B;B93;B93_5;asian;17
B;B93;B93_5;black;8
B;B93;B93_5;hisp;26
B;B93;B93_5;native;2
B;B93;B93_5;white;407
B;B93;B93_6;asian;7
B;B93;B93_6;hisp;212
B;B93;B93_6;native;2
B;B93;B93_6;white;206
B;B93;B93_7;asian;1
B;B93;B93_7;black;11
B;B93;B93_7;hisp;89
B;B93;B93_7;native;15
B;B93;B93_7;white;290
B;B93;B93_8;asian;15
B;B93;B93_8;hisp;42
B;B93;B93_8;white;542
B;B93;B93_9;asian;3
B;B93;B93_9;hisp;7
B;B93;B93_9;native;1
B;B93;B93_9;white;184
B;B93;B93_10;asian;20
B;B93;B93_10;hisp;55
B;B93;B93_10;native;4
B;B93;B93_10;white;682
B;B93;B93_11;asian;3
B;B93;B93_11;black;6
B;B93;B93_11;hisp;109
B;B93;B93_11;native;1
B;B93;B93_11;white;300
B;B93;B93_12;asian;15
B;B93;B93_12;black;5
B;B93;B93_12;hisp;16
B;B93;B93_12;native;3
B;B93;B93_12;white;497
B;B93;B93_13;asian;9
B;B93;B93_13;black;8
B;B93;B93_13;hisp;62
B;B93;B93_13;native;6
B;B93;B93_13;white;351
B;B93;B93_14;asian;2
B;B93;B93_14;black;9
B;B93;B93_14;hisp;387
B;B93;B93_14;native;5
B;B93;B93_14;white;130
B;B93;B93_15;asian;1
B;B93;B93_15;black;4
B;B93;B93_15;hisp;165
B;B93;B93_15;native;9
B;B93;B93_15;white;155
B;B93;B93_16;asian;7
B;B93;B93_16;black;1
B;B93;B93_16;hisp;314
B;B93;B93_16;native;7
B;B93;B93_16;white;61
B;B93;B93_17;asian;10
B;B93;B93_17;black;8
B;B93;B93_17;hisp;45
B;B93;B93_17;native;2
B;B93;B93_17;white;407
B;B93;B93_18;asian;28
B;B93;B93_18;black;1
B;B93;B93_18;hisp;21
B;B93;B93_18;native;12
B;B93;B93_18;white;417
B;B93;B93_19;asian;32
B;B93;B93_19;black;2
B;B93;B93_19;hisp;21
B;B93;B93_19;native;3
B;B93;B93_19;white;404
B;B93;B93_20;asian;6
B;B93;B93_20;black;2
B;B93;B93_20;hisp;138
B;B93;B93_20;native;10
B;B93;B93_20;white;338
B;B94;B94_1;asian;11
B;B94;B94_1;black;6
B;B94;B94_1;hisp;58
B;B94;B94_1;native;8
B;B94;B94_1;white;384
B;B94;B94_2;hisp;55
B;B94;B94_2;native;1
B;B94;B94_2;white;227
B;B94;B94_3;asian;16
B;B94;B94_3;black;1
B;B94;B94_3;hisp;37
B;B94;B94_3;native;4
B;B94;B94_3;white;430
B;B94;B94_4;asian;5
B;B94;B94_4;black;2
B;B94;B94_4;hisp;14
B;B94;B94_4;native;5
B;B94;B94_4;white;227
B;B94;B94_5;asian;4
B;B94;B94_5;black;6
B;B94;B94_5;hisp;39
B;B94;B94_5;native;7
B;B94;B94_5;white;399
B;B94;B94_6;asian;19
B;B94;B94_6;black;1
B;B94;B94_6;hisp;17
B;B94;B94_6;native;10
B;B94;B94_6;white;296
B;B94;B94_7;asian;3
B;B94;B94_7;black;3
B;B94;B94_7;hisp;35
B;B94;B94_7;native;4
B;B94;B94_7;white;242
B;B94;B94_8;asian;1
B;B94;B94_8;hisp;29
B;B94;B94_8;native;1
B;B94;B94_8;white;332
B;B94;B94_9;asian;4
B;B94;B94_9;black;5
B;B94;B94_9;hisp;35
B;B94;B94_9;native;2
B;B94;B94_9;white;302
B;B94;B94_10;asian;1
B;B94;B94_10;black;5
B;B94;B94_10;hisp;75
B;B94;B94_10;native;6
B;B94;B94_10;white;342
B;B94;B94_11;asian;3
B;B94;B94_11;black;8
B;B94;B94_11;hisp;21
B;B94;B94_11;native;9
B;B94;B94_11;white;556
B;B94;B94_12;asian;3
B;B94;B94_12;hisp;72
B;B94;B94_12;native;5
B;B94;B94_12;white;130
B;B94;B94_13;asian;5
B;B94;B94_13;hisp;20
B;B94;B94_13;white;267
B;B94;B94_14;black;4
B;B94;B94_14;hisp;77
B;B94;B94_14;native;5
B;B94;B94_14;white;180
B;B94;B94_15;asian;3
B;B94;B94_15;black;5
B;B94;B94_15;hisp;61
B;B94;B94_15;native;6
B;B94;B94_15;white;450
B;B94;B94_16;asian;2
B;B94;B94_16;black;2
B;B94;B94_16;hisp;22
B;B94;B94_16;native;12
B;B94;B94_16;white;269
B;B94;B94_17;asian;7
B;B94;B94_17;black;2
B;B94;B94_17;hisp;20
B;B94;B94_17;white;234
B;B94;B94_18;asian;4
B;B94;B94_18;black;1
B;B94;B94_18;hisp;27
B;B94;B94_18;native;1
B;B94;B94_18;white;313
B;B95;B95_1;asian;2
B;B95;B95_1;black;1
B;B95;B95_1;hisp;22
B;B95;B95_1;native;11
B;B95;B95_1;white;148
B;B96;B96_1;asian;6
B;B96;B96_1;black;5
B;B96;B96_1;hisp;35
B;B96;B96_1;native;6
B;B96;B96_1;white;405
B;B96;B96_2;black;4
B;B96;B96_2;hisp;12
B;B96;B96_2;native;1
B;B96;B96_2;white;112
B;B97;B97_1;black;3
B;B97;B97_1;hisp;85
B;B97;B97_1;white;65
B;B98;B98_1;asian;19
B;B98;B98_1;black;14
B;B98;B98_1;hisp;264
B;B98;B98_1;native;16
B;B98;B98_1;white;293
B;B98;B98_2;asian;11
B;B98;B98_2;black;8
B;B98;B98_2;hisp;112
B;B98;B98_2;native;5
B;B98;B98_2;white;144
B;B98;B98_3;asian;17
B;B98;B98_3;black;9
B;B98;B98_3;hisp;163
B;B98;B98_3;native;2
B;B98;B98_3;white;336
B;B98;B98_4;asian;1
B;B98;B98_4;black;20
B;B98;B98_4;hisp;127
B;B98;B98_4;native;6
B;B98;B98_4;white;121
B;B98;B98_5;asian;5
B;B98;B98_5;black;3
B;B98;B98_5;hisp;113
B;B98;B98_5;native;7
B;B98;B98_5;white;198
B;B98;B98_6;asian;20
B;B98;B98_6;black;5
B;B98;B98_6;hisp;390
B;B98;B98_6;native;22
B;B98;B98_6;white;185
B;B98;B98_7;asian;8
B;B98;B98_7;black;4
B;B98;B98_7;hisp;88
B;B98;B98_7;native;11
B;B98;B98_7;white;91
B;B99;B99_1;hisp;35
B;B99;B99_1;white;96
B;B100;B100_1;black;2
B;B100;B100_1;hisp;25
B;B100;B100_1;native;2
B;B100;B100_1;white;302
B;B101;B101_1;black;6
B;B101;B101_1;hisp;15
B;B101;B101_1;white;111
B;B102;B102_1;asian;2
B;B102;B102_1;black;1
B;B102;B102_1;hisp;11
B;B102;B102_1;native;3
B;B102;B102_1;white;102
B;B103;B103_1;hisp;20
B;B103;B103_1;white;241
B;B103;B103_2;black;5
B;B103;B103_2;hisp;12
B;B103;B103_2;native;5
B;B103;B103_2;white;333
B;B103;B103_3;asian;2
B;B103;B103_3;black;1
B;B103;B103_3;hisp;48
B;B103;B103_3;native;1
B;B103;B103_3;white;203
B;B103;B103_4;asian;1
B;B103;B103_4;hisp;7
B;B103;B103_4;native;1
B;B103;B103_4;white;133
B;B104;B104_1;asian;1
B;B104;B104_1;hisp;250
B;B104;B104_1;native;13
B;B104;B104_1;white;130
B;B104;B104_2;asian;2
B;B104;B104_2;black;1
B;B104;B104_2;hisp;115
B;B104;B104_2;native;4
B;B104;B104_2;white;70
B;B105;B105_1;black;2
B;B105;B105_1;hisp;32
B;B105;B105_1;white;60
B;B105;B105_2;hisp;36
B;B105;B105_2;white;253
B;B105;B105_3;black;10
B;B105;B105_3;hisp;137
B;B105;B105_3;white;246
B;B105;B105_4;asian;3
B;B105;B105_4;hisp;32
B;B105;B105_4;native;5
B;B105;B105_4;white;248
B;B105;B105_5;asian;11
B;B105;B105_5;black;3
B;B105;B105_5;hisp;172
B;B105;B105_5;native;12
B;B105;B105_5;white;316
B;B105;B105_6;asian;5
B;B105;B105_6;black;4
B;B105;B105_6;hisp;67
B;B105;B105_6;native;4
B;B105;B105_6;white;449
B;B105;B105_7;hisp;180
B;B105;B105_7;native;1
B;B105;B105_7;white;210
B;B106;B106_1;asian;17
B;B106;B106_1;black;4
B;B106;B106_1;hisp;14
B;B106;B106_1;white;421
B;B106;B106_2;asian;6
B;B106;B106_2;black;16
B;B106;B106_2;hisp;23
B;B106;B106_2;native;4
B;B106;B106_2;white;357
B;B106;B106_3;asian;6
B;B106;B106_3;black;5
B;B106;B106_3;hisp;19
B;B106;B106_3;native;2
B;B106;B106_3;white;295
B;B106;B106_4;asian;7
B;B106;B106_4;black;5
B;B106;B106_4;hisp;9
B;B106;B106_4;native;2
B;B106;B106_4;white;522
B;B106;B106_5;asian;10
B;B106;B106_5;black;4
B;B106;B106_5;hisp;45
B;B106;B106_5;native;13
B;B106;B106_5;white;398
B;B107;B107_1;hisp;2
B;B107;B107_1;white;177
B;B108;B108_1;black;2
B;B108;B108_1;hisp;8
B;B108;B108_1;native;6
B;B108;B108_1;white;125
B;B109;B109_1;hisp;13
B;B109;B109_1;native;1
B;B109;B109_1;white;188
B;B110;B110_1;hisp;3
B;B110;B110_1;white;102
B;B111;B111_1;asian;5
B;B111;B111_1;black;2
B;B111;B111_1;hisp;6
B;B111;B111_1;white;108
B;B112;B112_1;black;6
B;B112;B112_1;hisp;18
B;B112;B112_1;native;7
B;B112;B112_1;white;263
B;B113;B113_1;black;8
B;B113;B113_1;hisp;173
B;B113;B113_1;native;7
B;B113;B113_1;white;255
B;B113;B113_2;asian;9
B;B113;B113_2;black;3
B;B113;B113_2;hisp;222
B;B113;B113_2;native;12
B;B113;B113_2;white;254
B;B113;B113_3;asian;5
B;B113;B113_3;black;11
B;B113;B113_3;hisp;252
B;B113;B113_3;native;6
B;B113;B113_3;white;182
B;B113;B113_4;black;7
B;B113;B113_4;hisp;300
B;B113;B113_4;native;6
B;B113;B113_4;white;75
B;B113;B113_5;black;1
B;B113;B113_5;hisp;210
B;B113;B113_5;native;7
B;B113;B113_5;white;93
B;B113;B113_6;asian;1
B;B113;B113_6;black;8
B;B113;B113_6;hisp;319
B;B113;B113_6;native;5
B;B113;B113_6;white;43
B;B113;B113_7;asian;5
B;B113;B113_7;black;12
B;B113;B113_7;hisp;217
B;B113;B113_7;native;3
B;B113;B113_7;white;179
B;B113;B113_8;black;15
B;B113;B113_8;hisp;232
B;B113;B113_8;native;15
B;B113;B113_8;white;79
B;B113;B113_9;black;7
B;B113;B113_9;hisp;229
B;B113;B113_9;native;6
B;B113;B113_9;white;41
B;B113;B113_10;asian;4
B;B113;B113_10;black;7
B;B113;B113_10;hisp;234
B;B113;B113_10;native;4
B;B113;B113_10;white;60
B;B113;B113_11;asian;5
B;B113;B113_11;black;21
B;B113;B113_11;hisp;192
B;B113;B113_11;native;8
B;B113;B113_11;white;269
B;B113;B113_12;asian;8
B;B113;B113_12;black;17
B;B113;B113_12;hisp;193
B;B113;B113_12;native;4
B;B113;B113_12;white;193
B;B113;B113_13;asian;3
B;B113;B113_13;black;21
B;B113;B113_13;hisp;282
B;B113;B113_13;native;8
B;B113;B113_13;white;258
B;B113;B113_14;asian;1
B;B113;B113_14;hisp;206
B;B113;B113_14;native;8
B;B113;B113_14;white;82
B;B113;B113_15;black;19
B;B113;B113_15;hisp;312
B;B113;B113_15;native;18
B;B113;B113_15;white;60
B;B113;B113_16;black;9
B;B113;B113_16;hisp;258
B;B113;B113_16;native;5
B;B113;B113_16;white;197
B;B113;B113_17;asian;29
B;B113;B113_17;black;6
B;B113;B113_17;hisp;193
B;B113;B113_17;native;1
B;B113;B113_17;white;126
B;B113;B113_18;asian;6
B;B113;B113_18;black;7
B;B113;B113_18;hisp;396
B;B113;B113_18;native;20
B;B113;B113_18;white;42
B;B113;B113_19;black;3
B;B113;B113_19;hisp;134
B;B113;B113_19;native;2
B;B113;B113_19;white;152
B;B113;B113_20;asian;3
B;B113;B113_20;hisp;163
B;B113;B113_20;native;7
B;B113;B113_20;white;101
B;B113;B113_21;black;8
B;B113;B113_21;hisp;172
B;B113;B113_21;native;22
B;B113;B113_21;white;318
B;B114;B114_1;black;11
B;B114;B114_1;hisp;151
B;B114;B114_1;native;1
B;B114;B114_1;white;162
B;B114;B114_2;black;2
B;B114;B114_2;hisp;10
B;B114;B114_2;white;92
B;B114;B114_3;black;6
B;B114;B114_3;hisp;118
B;B114;B114_3;white;343
B;B114;B114_4;asian;6
B;B114;B114_4;black;9
B;B114;B114_4;hisp;148
B;B114;B114_4;native;8
B;B114;B114_4;white;565
B;B114;B114_5;black;6
B;B114;B114_5;hisp;37
B;B114;B114_5;native;5
B;B114;B114_5;white;278
B;B114;B114_6;hisp;130
B;B114;B114_6;white;257
B;B114;B114_7;black;1
B;B114;B114_7;hisp;82
B;B114;B114_7;white;186
B;B114;B114_8;asian;7
B;B114;B114_8;black;18
B;B114;B114_8;hisp;189
B;B114;B114_8;native;15
B;B114;B114_8;white;548
B;B114;B114_9;asian;2
B;B114;B114_9;hisp;25
B;B114;B114_9;white;152
B;B115;B115_1;black;1
B;B115;B115_1;hisp;11
B;B115;B115_1;native;7
B;B115;B115_1;white;229
B;B116;B116_1;asian;3
B;B116;B116_1;hisp;6
B;B116;B116_1;white;143
B;B117;B117_1;asian;2
B;B117;B117_1;black;6
B;B117;B117_1;hisp;121
B;B117;B117_1;native;3
B;B117;B117_1;white;370
B;B117;B117_2;asian;1
B;B117;B117_2;black;1
B;B117;B117_2;hisp;104
B;B117;B117_2;native;8
B;B117;B117_2;white;242
B;B117;B117_3;asian;1
B;B117;B117_3;black;1
B;B117;B117_3;hisp;140
B;B117;B117_3;native;3
B;B117;B117_3;white;406
B;B117;B117_4;black;2
B;B117;B117_4;hisp;78
B;B117;B117_4;native;1
B;B117;B117_4;white;260
